2001;ATTEMPT - FINANCIAL IDENTITY THEFT;0.0
2001;POCKET-PICKING;0.0
2001;BOOKMAKING/HORSES;88.0
2001;POSS: SYNTHETIC DRUGS;99.0
2001;THEFT BY LESSEE,MOTOR VEH;26.0
2001;AGGRAVATED - OTHER;0.0
2001;SIMPLE;22.0
2001;COUNTERFEIT CHECK;24.0
2001;UNLAWFUL POSS OF HANDGUN;92.0
2001;AGGRAVATED:KNIFE/CUTTING INSTR;27.0
2001;VIOL CHARITABLE GAME ACT;100.0
2001;ARMED: OTHER DANGEROUS WEAPON;8.0
2001;POSS: HEROIN(BLACK TAR);100.0
2001;AGGRAVATED PO: OTHER DANG WEAP;66.0
2001;MANU/DELIVER:HEROIN(BLACK TAR);100.0
2001;ATTEMPT POSSESSION CANNABIS;97.0
2001;ILLEGAL ILL LOTTERY;100.0
2001;ATTEMPT: CYCLE, SCOOTER, BIKE W-VIN;0.0
2001;UNLAWFUL USE OF A COMPUTER;7.0
2001;HARBOR RUNAWAY;48.0
2001;POLICY/OTHER;100.0
2001;CALL OPERATION;100.0
2001;STOLEN PROP: BUY/RECEIVE/POS.;83.0
2001;SEX RELATION IN FAMILY;33.0
2001;UNLAWFUL ENTRY;7.0
2001;ATTEMPT: STRONGARM-NO WEAPON;17.0
2001;CAB OPERATION;100.0
2001;THEFT/RECOVERY: CYCLE, SCOOTER, BIKE W-VIN;55.0
2001;OTHER ARSON/EXPLOSIVE INCIDENT;0.0
2001;LOTTERY/OTHER;100.0
2001;AGGRAVATED PO:KNIFE/CUT INSTR;71.0
2001;LIQUOR LICENSE VIOLATION;100.0
2001;SOLICIT OFF PUBLIC WAY;100.0
2001;THEFT OF LOST/MISLAID PROP;86.0
2001;BRIBERY;80.0
2001;CRIMINAL DEFACEMENT;0.0
2001;FIRST DEGREE MURDER;64.0
2001;PUBLIC INDECENCY;51.0
2001;KEEP PLACE OF PROSTITUTION;100.0
2001;EMPLOY MINOR;100.0
2001;SOLICIT FOR BUSINESS;100.0
2001;INTIMIDATION;27.0
2001;OBSTRUCTING JUSTICE;96.0
2001;OVER $500;7.0
2001;POSS: BARBITUATES;100.0
2001;OTHER CRIME AGAINST PERSON;37.0
2001;GAME/CARDS;100.0
2001;ATTEMPT: ARMED-OTHER FIREARM;26.0
2001;POSS: HEROIN(WHITE);100.0
2001;INDECENT SOLICITATION/CHILD;31.0
2001;CREDIT CARD FRAUD;11.0
2001;SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER;0.0
2001;KIDNAPPING;12.0
2001;AGGRAVATED: OTHER;34.0
2001;TO LAND;74.0
2001;MANU/DEL:CANNABIS OVER 10 GMS;100.0
2001;POSS: CANNABIS MORE THAN 30GMS;100.0
2001;DOMESTIC BATTERY SIMPLE;22.0
2001;CHILD ABDUCTION;7.0
2001;CHILD PORNOGRAPHY;67.0
2001;FALSE POLICE REPORT;77.0
2001;AGGRAVATED CRIMINAL SEXUAL ABUSE;0.0
2001;AGGRAVATED: HANDGUN;13.0
2001;ILLEGAL POSSESSION CASH CARD;17.0
2001;PEEPING TOM;35.0
2001;SELL/GIVE/DEL LIQUOR TO MINOR;100.0
2001;CONTRIBUTE DELINQUENCY OF A CHILD;59.0
2001;OTHER PROSTITUTION OFFENSE;97.0
2001;TO AIRPORT;100.0
2001;ARSON THREAT;16.0
2001;AGGRAVATED VEHICULAR HIJACKING;9.0
2001;AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER;50.0
2001;FINANCIAL ID THEFT: OVER $300;4.0
2001;PIMPING;100.0
2001;SIMPLE;18.0
2001;VIOLATE ORDER OF PROTECTION;43.0
2001;POSS: PCP;100.0
2001;TO FIRE FIGHT.APP.EQUIP;58.0
2001;BIGAMY;0.0
2001;THEFT/RECOVERY: AUTOMOBILE;27.0
2001;AGGRAVATED: HANDGUN;32.0
2001;FROM BUILDING;5.0
2001;DEFACE IDENT MARKS OF FIREARM;33.0
2001;TO PROPERTY;11.0
2001;HARASSMENT BY TELEPHONE;1.0
2001;THEFT BY LESSEE,NON-VEH;3.0
2001;PRO EMP HANDS NO/MIN INJURY;57.0
2001;UNLAWFUL USE HANDGUN;65.0
2001;PAY TV SERVICE OFFENSES;15.0
2001;ATTEMPT STRONG ARM - NO WEAPON;0.0
2001;ATTEMPT POSSESSION NARCOTICS;100.0
2001;AGG RITUAL MUT:OTH DANG WEAPON;0.0
2001;FINAN EXPLOIT-ELDERLY/DISABLED;13.0
2001;LOTTERY/PARLAY CARDS;100.0
2001;SOLICIT NARCOTICS ON PUBLICWAY;100.0
2001;CHILD ABUSE;49.0
2001;POSS: HEROIN(BRN/TAN);100.0
2001;SIMPLE;20.0
2001;AGGRAVATED: OTHER DANG WEAPON;23.0
2001;FORFEIT PROPERTY;100.0
2001;MANU/DELIVER:BARBITUATES;100.0
2001;AGGRAVATED: KNIFE/CUT INSTR;17.0
2001;WIREROOM/HORSES;100.0
2001;SEX OFFENDER: FAIL TO REGISTER;40.0
2001;ARMED:KNIFE/CUTTING INSTRUMENT;9.0
2001;OTHER OFFENSE;18.0
2001;POSS: CRACK;100.0
2001;VIO BAIL BOND: DOM VIOLENCE;67.0
2001;IN TAVERN;100.0
2001;ARMED - OTHER DANGEROUS WEAPON;0.0
2001;MANU/DELIVER:COCAINE;100.0
2001;MONEY LAUNDERING;0.0
2001;AGG PRO.EMP: OTHER DANG WEAPON;24.0
2001;POSS FIREARM/AMMO:NO FOID CARD;83.0
2001;OTHER;100.0
2001;ESCAPE;82.0
2001;ATT AGG CRIM SEXUAL ABUSE;100.0
2001;COUNTERFEITING DOCUMENT;14.0
2001;SEX OFFENDER: PROHIBITED ZONE;0.0
2001;AGG PRO.EMP: OTHER FIREARM;0.0
2001;AGGRAVATED: OTHER DANG WEAPON;37.0
2001;EMBEZZLEMENT;44.0
2001;AGGRAVATED: OTHER FIREARM;18.0
2001;CRIMINAL DRUG CONSPIRACY;100.0
2001;AGG SEX ASSLT OF CHILD FAM MBR;38.0
2001;UNLAWFUL INTERFERE/VISITATION;13.0
2001;TO RESIDENCE;33.0
2001;TRUCK, BUS, MOTOR HOME;13.0
2001;ATTEMPT: ARMED-OTHER DANG WEAP;13.0
2001;ATTEMPT AGG: OTHER DANG WEAPON;0.0
2001;VEHICULAR HIJACKING;10.0
2001;BOGUS CHECK;22.0
2001;RESIST/OBSTRUCT/DISARM OFFICER;97.0
2001;PANDERING;100.0
2001;OTHER CRIME INVOLVING PROPERTY;25.0
2001;FINANCIAL IDENTITY THEFT OVER $ 300;0.0
2001;UNLAWFUL POSS AMMUNITION;87.0
2001;AGG PRO.EMP: HANDGUN;42.0
2001;WIREROOM/SPORTS;89.0
2001;AGGRAVATED;22.0
2001;AGGRAVATED: HANDGUN;23.0
2001;REFUSING TO AID AN OFFICER;100.0
2001;GAME/DICE;100.0
2001;ARMED - HANDGUN;0.0
2001;MINOR MISREPRESENT AGE;100.0
2001;AGG CRIM SEX ABUSE FAM MEMBER;28.0
2001;BOMB THREAT;8.0
2001;MANU/DELIVER: HEROIN(BRN/TAN);100.0
2001;AGGRAVATED - OTHER DANGEROUS WEAPON;100.0
2001;CRIM SEX ABUSE BY FAM MEMBER;28.0
2001;AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST;0.0
2001;ATTEMPT AGG: OTHER;35.0
2001;ALTER/FORGE PRESCRIPTION;100.0
2001;INDECENT SOLICITATION/ADULT;40.0
2002;FRAUD OR CONFIDENCE GAME;14.0
2002;THEFT/RECOVERY: CYCLE, SCOOTER, BIKE W-VIN;73.0
2002;VEHICULAR HIJACKING;11.0
2002;MANU/DEL:CANNABIS 10GM OR LESS;100.0
2002;AGGRAVATED:KNIFE/CUTTING INSTR;29.0
2002;CRIMINAL SEXUAL ABUSE;27.0
2002;COUNTERFEIT CHECK;24.0
2002;THEFT/RECOVERY: TRUCK,BUS,MHOME;20.0
2002;WIREROOM/HORSES;100.0
2002;UNLAWFUL USE OTHER FIREARM;48.0
2002;CHILD ABDUCTION;6.0
2002;AGGRAVATED: HANDGUN;17.0
2002;BOLITA OR BOLI PUL/RUNNER;100.0
2002;AGG PO HANDS NO/MIN INJURY;93.0
2002;EAVESDROPPING;33.0
2002;AGGRAVATED COMPUTER TAMPERING;0.0
2002;UNLAWFUL POSS OF HANDGUN;92.0
2002;RECKLESS FIREARM DISCHARGE;80.0
2002;OTHER OFFENSE;12.0
2002;CALL OPERATION;100.0
2002;ATTEMPT AGG: OTHER FIREARM;0.0
2002;OTHER WEAPONS VIOLATION;88.0
2002;ATT AGG CRIMINAL SEXUAL ABUSE;25.0
2002;ATTEMPT NON-AGGRAVATED;18.0
2002;ATT: TRUCK, BUS, MOTOR HOME;3.0
2002;HARASSMENT BY ELECTRONIC MEANS;3.0
2002;TO STATE SUP PROP;26.0
2002;CRIMINAL DRUG CONSPIRACY;100.0
2002;AGG PO HANDS NO/MIN INJURY;78.0
2002;AGG PRO.EMP: HANDGUN;28.0
2002;TO STATE SUP LAND;93.0
2002;AGG: HANDS/FIST/FEET NO/MINOR INJURY;28.0
2002;ATTEMPT POSSESSION CANNABIS;100.0
2002;SELL/ADVERTISE FIREWORKS;100.0
2002;POSS: CANNABIS MORE THAN 30GMS;100.0
2002;PAY TV SERVICE OFFENSES;28.0
2002;OBSCENE MATTER;100.0
2002;AGG CRIMINAL SEXUAL ABUSE;25.0
2002;PREDATORY;35.0
2002;AGGRAVATED: KNIFE/CUT INSTR;27.0
2002;AGGRAVATED PO: HANDGUN;61.0
2002;AGGRAVATED PO: OTHER FIREARM;80.0
2002;UNLAWFUL SALE HANDGUN;78.0
2002;STRONGARM - NO WEAPON;11.0
2002;UNLAWFUL USE OF RECORDED SOUND;85.0
2002;PEEPING TOM;20.0
2002;UNLAWFUL INTERFERE/VISITATION;8.0
2002;UNLAWFUL POSS OTHER FIREARM;87.0
2002;OBSTRUCTING SERVICE;75.0
2002;TO RESIDENCE;36.0
2002;THEFT OF LABOR/SERVICES;62.0
2002;ATTEMPT ARSON;21.0
2002;INTIMIDATION;18.0
2002;PUBLIC INDECENCY;53.0
2002;POSS: HEROIN(BRN/TAN);100.0
2002;OTHER VIOLATION;75.0
2002;PIMPING;100.0
2002;KEEP PLACE OF PROSTITUTION;100.0
2002;POSSESSION OF BURGLARY TOOLS;89.0
2002;ANIMAL FIGHTING;33.0
2002;DELIVER CANNABIS TO PERSON <18;100.0
2002;OVER $300;0.0
2002;FINANCIAL IDENTITY THEFT $300 AND UNDER;0.0
2002;BIGAMY;0.0
2002;REGISTER OF SALES BY DEALER;100.0
2002;AGG PRO.EMP: OTHER DANG WEAPON;33.0
2002;AGGRAVATED OF A CHILD;39.0
2002;AGG SEX ASSLT OF CHILD FAM MBR;27.0
2002;AGGRAVATED;23.0
2002;ATTEMPT FINANCIAL IDENTITY THEFT;0.0
2002;ESCAPE;79.0
2002;OBSCENE TELEPHONE CALLS;1.0
2002;MANU/DELIVER:LOOK-ALIKE DRUG;100.0
2002;LIBRARY THEFT;0.0
2002;POSS: CRACK;100.0
2002;THEFT/RECOVERY: AUTOMOBILE;29.0
2002;MANU/DELIVER:HEROIN(BLACK TAR);100.0
2002;DELIVERY CONTAINER THEFT;19.0
2002;SELL/GIVE/DEL LIQUOR TO MINOR;100.0
2002;SALE/DEL HYPODERMIC NEEDLE;100.0
2002;UNLAWFUL SALE/DELIVERY OF FIREARM AT SCHOOL;92.0
2002;CRIMINAL TRANSMISSION OF HIV;0.0
2002;ANIMAL ABUSE/NEGLECT;27.0
2002;EMBEZZLEMENT;31.0
2002;SOLICIT FOR BUSINESS;100.0
2002;MANU/DELIVER:PCP;100.0
2002;AGG RIT MUT: HANDS/FIST/FEET NO/MINOR INJURY;0.0
2002;AGGRAVATED: HANDGUN;31.0
2002;CRIMINAL DEFACEMENT;13.0
2002;STRONG ARM - NO WEAPON;0.0
2002;AGGRAVATED OF A UNBORN CHILD;67.0
2002;OVER $500;6.0
2002;OFFICIAL MISCONDUCT;67.0
2002;LIBRARY VANDALISM;0.0
2002;PROBATION VIOLATION;100.0
2002;UNLAWFUL POSS AMMUNITION;90.0
2002;POSS: HALLUCINOGENS;100.0
2002;INSURANCE FRAUD;33.0
2002;BRIBERY;82.0
2002;POCKET-PICKING;4.0
2002;CHILD ABUSE;41.0
2002;ARMED: OTHER FIREARM;8.0
2002;AGG PRO.EMP:KNIFE/CUTTING INST;50.0
2002;TRUCK, BUS, MOTOR HOME;9.0
2002;BOARD PLANE WITH WEAPON;100.0
2002;TO LAND;76.0
2002;FALSE/STOLEN/ALTERED TRP;66.0
2002;LICENSE VIOLATION;41.0
2002;ABUSE/NEGLECT: CARE FACILITY;0.0
2002;GAME/AMUSEMENT DEVICE;100.0
2002;OTHER;100.0
2002;BY EXPLOSIVE;17.0
2002;IMPERSONATION;72.0
2002;EDUCATIONAL INTIMIDAITON;0.0
2002;ATT CRIM SEXUAL ABUSE;19.0
2002;PRO EMP HANDS NO/MIN INJURY;46.0
2002;STOLEN PROP: BUY/RECEIVE/POS.;84.0
2002;AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER;0.0
2002;RECKLESS HOMICIDE;0.0
2002;MANU/DELIVER: HALLUCINOGEN;100.0
2002;MINOR MISREPRESENT AGE;100.0
2002;AGG RITUAL MUT:OTH DANG WEAPON;100.0
2002;INSTITUTIONAL VANDALISM;20.0
2002;COMPELLING ORG MEMBERSHIP;14.0
2002;LIQUOR LICENSE VIOLATION;100.0
2002;WIREROOM/SPORTS;100.0
2002;JUVENILE PIMPING;100.0
2002;AGGRAVATED: OTHER FIREARM;30.0
2002;INTOXICATING COMPOUNDS;100.0
2002;PUBLIC DEMONSTRATION;100.0
2002;ATT: AUTOMOBILE;6.0
2002;AGG PRO.EMP: OTHER DANG WEAPON;35.0
2002;POSS. KEYS OR DEV.TO COIN MACH;40.0
2002;FIREARM REGISTRATION VIOLATION;100.0
2002;AGGRAVATED: HANDGUN;13.0
2002;SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER;0.0
2002;DOMESTIC BATTERY SIMPLE;24.0
2002;FINAN EXPLOIT-ELDERLY/DISABLED;6.0
2002;SEX OFFENDER: PROHIBITED ZONE;11.0
2002;AGGRAVATED: OTHER DANG WEAPON;38.0
2002;AGGRAVATED CRIMINAL SEXUAL ABUSE;0.0
2002;AGGRAVATED PO: HANDGUN;73.0
2002;AGGRAVATED PO: OTHER DANG WEAP;73.0
2002;SALE/DIST OBSCENE MAT TO MINOR;67.0
2002;POS: CHEMICAL/DRY-ICE DEVICE;57.0
2002;AGGRAVATED;17.0
2002;AGGRAVATED: OTHER FIREARM;52.0
2002;ATTEMPT THEFT;27.0
2002;AGGRAVATED VEHICULAR HIJACKING;7.0
2002;UNLAWFUL SALE OTHER FIREARM;80.0
2002;ATTEMPT: ARMED-HANDGUN;11.0
2002;AGG PRO.EMP: OTHER FIREARM;0.0
2002;OTHER PROSTITUTION OFFENSE;100.0
2002;AGGRAVATED: OTHER DANG WEAPON;20.0
2002;SOLICIT NARCOTICS ON PUBLICWAY;100.0
2002;AGG: FINANCIAL ID THEFT;1.0
2002;POLICY/OTHER;100.0
2002;UNLAWFUL USE HANDGUN;58.0
2002;ILLEGAL ILL LOTTERY;100.0
2002;DEL CONT SUBS TO PERSON <18;100.0
2002;AGG CRIM SEX ABUSE FAM MEMBER;20.0
2002;AGGRAVATED PO: OTHER DANG WEAP;77.0
2002;FIRST DEGREE MURDER;64.0
2002;ATTEMPT: ARMED-OTHER FIREARM;29.0
2002;OTHER;41.0
2002;ATTEMPT AGG: OTHER DANG WEAPON;50.0
2002;DEFACE IDENT MARKS OF FIREARM;67.0
2002;PRO EMP HANDS NO/MIN INJURY;56.0
2002;ATTEMPT: ARMED-KNIFE/CUT INSTR;11.0
2002;AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER;0.0
2002;POSS FIREARM/AMMO:NO FOID CARD;83.0
2002;VIO BAIL BOND: DOM VIOLENCE;71.0
2002;AGGRAVATED - OTHER;0.0
2002;POSS: SYNTHETIC DRUGS;100.0
2002;COMPUTER FRAUD;0.0
2002;LICENSED PREMISE;100.0
2002;SIMPLE;18.0
2002;POSS: CANNABIS 30GMS OR LESS;100.0
2002;BOGUS CHECK;17.0
2002;OTHER ARSON/EXPLOSIVE INCIDENT;50.0
2002;ATTEMPT: CYCLE, SCOOTER, BIKE W-VIN;25.0
2002;ALTER/FORGE PRESCRIPTION;99.0
2002;VIOLATE ORDER OF PROTECTION;49.0
2002;RESIST/OBSTRUCT/DISARM OFFICER;92.0
2002;MANU/DELIVER:COCAINE;100.0
2002;FALSE FIRE ALARM;52.0
2002;TO VEHICLE;5.0
2002;POSS: HEROIN(WHITE);100.0
2002;POSS: COCAINE;100.0
2002;SEX OFFENDER: FAIL TO REGISTER;49.0
2002;DECEPTIVE COLLECTION PRACTICES;31.0
2002;THEFT OF LOST/MISLAID PROP;87.0
2002;UNLAWFUL USE/SALE AIR RIFLE;74.0
2002;AGGRAVATED - HANDGUN;0.0
2002;SEXUAL EXPLOITATION OF A CHILD;38.0
2002;TO AIRPORT;76.0
2002;CYCLE, SCOOTER, BIKE W-VIN;9.0
2002;SOLICIT FOR PROSTITUTE;100.0
2002;ALTER COINS;0.0
2002;ATTEMPT ARMED - HANDGUN;0.0
2002;FORCIBLE ENTRY;6.0
2002;AGGRAVATED: OTHER FIREARM;15.0
2002;FROM COIN-OP MACHINE/DEVICE;25.0
2002;FINANCIAL ID THEFT: OVER $300;2.0
2002;HARBOR RUNAWAY;42.0
2002;IN TAVERN;100.0
2002;LOTTERY/OTHER;100.0
2002;AGGRAVATED:KNIFE/CUTTING INSTR;39.0
2002;OTHER VEHICLE OFFENSE;46.0
2002;ILLEGAL CONSUMPTION BY MINOR;100.0
2002;FORGERY;17.0
2002;UNLAWFUL USE OTHER DANG WEAPON;61.0
2002;AGGRAVATED: OTHER;27.0
2002;TO VEHICLE;59.0
2002;ARMED: HANDGUN;7.0
2002;OBSCENITY;0.0
2002;CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER;0.0
2002;CRIM SEX ABUSE BY FAM MEMBER;25.0
2002;AGGRAVATED: OTHER DANG WEAPON;26.0
2002;POSS: HEROIN(BLACK TAR);100.0
2002;SALE/DEL DRUG PARAPHERNALIA;100.0
2002;UNAUTHORIZED VIDEOTAPING;50.0
2002;OTHER CRIME INVOLVING PROPERTY;33.0
2002;INTERFERENCE JUDICIAL PROCESS;44.0
2002;OF UNBORN CHILD;0.0
2002;FORNICATION;100.0
2002;HARASSMENT BY TELEPHONE;1.0
2002;BOLITA OR BOLI PUL/WRITER;100.0
2002;PURSE-SNATCHING;4.0
2002;$500 AND UNDER;15.0
2002;SEX ASSLT OF CHILD BY FAM MBR;34.0
2002;ATTEMPT FORCIBLE ENTRY;12.0
2002;BOOKMAKING/HORSES;100.0
2002;THEFT BY LESSEE,MOTOR VEH;25.0
2002;SEXUAL RELATIONS IN FAMILY;0.0
2002;OTHER CRIME AGAINST PERSON;31.0
2002;PANDERING;100.0
2002;$300 AND UNDER;0.0
2002;FORFEIT PROPERTY;100.0
2002;AGGRAVATED PO: KNIFE/CUT INSTR;41.0
2002;POSS: PCP;100.0
2002;KIDNAPPING;13.0
2002;AGGRAVATED;7.0
2002;INDECENT SOLICITATION/CHILD;36.0
2002;AGGRAVATED DOMESTIC BATTERY;36.0
2002;SIMPLE;18.0
2002;BOOKMAKING/SPORTS;100.0
2002;AGG PRO.EMP:KNIFE/CUTTING INST;38.0
2002;TO FIRE FIGHT.APP.EQUIP;62.0
2002;AUTOMOBILE;11.0
2002;BY FIRE;10.0
2002;HOME INVASION;15.0
2002;POS: EXPLOSIVE/INCENDIARY DEV;50.0
2002;ATT AGG CRIM SEXUAL ABUSE;50.0
2002;EXTORTION;0.0
2002;AGGRAVATED FINANCIAL IDENTITY THEFT;0.0
2002;AGG PRO.EMP: HANDGUN;0.0
2002;MANU/DELIVER:AMPHETAMINES;100.0
2002;ATTEMPT AGG: HANDGUN;0.0
2002;MANU/DELIVER:CRACK;100.0
2002;SEX RELATION IN FAMILY;100.0
2002;CONTRIBUTE DELINQUENCY OF A CHILD;51.0
2002;CONTRIBUTE CRIM DELINQUENCY JUVENILE;100.0
2002;AGGRAVATED PO: OTHER FIREARM;63.0
2002;AGGRAVATED;92.0
2002;FROM BUILDING;3.0
2002;ARMED - OTHER DANGEROUS WEAPON;0.0
2002;POSS: AMPHETAMINES;100.0
2002;MANU/DELIVER:SYNTHETIC DRUGS;100.0
2002;ATTEMPT POSSESSION NARCOTICS;100.0
2002;SEX OFFENDER: FAIL REG NEW ADD;27.0
2002;POS: PORNOGRAPHIC PRINT;0.0
2002;RECKLESS CONDUCT;77.0
2002;COMPOUNDING A CRIME;67.0
2002;PATRONIZE JUVENILE PROSTITUTE;100.0
2002;FOUND SUSPECT NARCOTICS;100.0
