"1;	AGGRAVATED:KNIFE/CUTTING INSTR;739"
"1;	RECKLESS CONDUCT;725"
"1;	OTHER CRIME INVOLVING PROPERTY;637"
"1;	THEFT OF LOST/MISLAID PROP;634"
"1;	FOUND SUSPECT NARCOTICS;617"
"1;	TRUCK, BUS, MOTOR HOME;616"
"1;	POSSESSION OF DRUG EQUIPMENT;600"
"1;	TO CITY OF CHICAGO PROPERTY;568"
"1;	PRO EMP HANDS NO/MIN INJURY;542"
"1;	NON-AGGRAVATED;514"
"1;	CALL OPERATION;514"
"1;	FINANCIAL IDENTITY THEFT $300 AND UNDER;509"
"1;	FINANCIAL ID THEFT:$300 &UNDER;507"
"1;	AGGRAVATED: HANDGUN;482"
"1;	AGGRAVATED:KNIFE/CUTTING INSTR;479"
"1;	AGG PO HANDS NO/MIN INJURY;478"
"1;	ARMED:KNIFE/CUTTING INSTRUMENT;476"
"1;	AGGRAVATED: OTHER DANG WEAPON;473"
"1;	PRO EMP HANDS NO/MIN INJURY;442"
"1;	FORFEIT PROPERTY;432"
"1;	ATTEMPT: STRONGARM-NO WEAPON;417"
"1;	PUBLIC INDECENCY;413"
"1;	UNLAWFUL POSS OF HANDGUN;402"
"1;	FALSE/STOLEN/ALTERED TRP;397"
"1;	THEFT BY LESSEE,MOTOR VEH;377"
"1;	ARMED: OTHER DANGEROUS WEAPON;360"
"1;	CRIMINAL SEXUAL ABUSE;343"
"1;	TO VEHICLE;325"
"1;	THEFT/RECOVERY: AUTOMOBILE;291"
"1;	ATTEMPT - FINANCIAL IDENTITY THEFT;273"
"1;	TO STATE SUP PROP;260"
"1;	POSS: COCAINE;256"
"1;	CYCLE, SCOOTER, BIKE W-VIN;250"
"1;	POSS: CANNABIS MORE THAN 30GMS;239"
"1;	EMBEZZLEMENT;235"
"1;	TO RESIDENCE;235"
"1;	ATT: AUTOMOBILE;219"
"1;	IMPERSONATION;213"
"1;	MANU/DELIVER:CRACK;210"
"1;	AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON;200"
"1;	ATTEMPT FORCIBLE ENTRY;187"
"1;	SOLICIT NARCOTICS ON PUBLICWAY;184"
"1;	AGGRAVATED: HANDGUN;180"
"1;	UNLAWFUL USE OTHER DANG WEAPON;178"
"1;	INTIMIDATION;177"
"1;	OTHER OFFENSE;173"
"1;	AGG: HANDS/FIST/FEET NO/MINOR INJURY;169"
"1;	AGG PO HANDS NO/MIN INJURY;165"
"1;	ATTEMPT FINANCIAL IDENTITY THEFT;164"
"1;	OBSCENE TELEPHONE CALLS;162"
"1;	MANU/DELIVER: HEROIN (WHITE);161"
"1;	COMPUTER FRAUD;160"
"1;	RESIST/OBSTRUCT/DISARM OFFICER;149"
"1;	STOLEN PROP: BUY/RECEIVE/POS.;148"
"1;	ATTEMPT: ARMED-HANDGUN;138"
"1;	SELL/GIVE/DEL LIQUOR TO MINOR;136"
"1;	SIMPLE;136"
"1;	SEX OFFENDER: FAIL TO REGISTER;134"
"1;	DECEPTIVE COLLECTION PRACTICES;130"
"1;	OTHER VIOLATION;129"
"1;	VEHICLE TITLE/REG OFFENSE;124"
"1;	MANU/DEL:CANNABIS OVER 10 GMS;120"
"1;	SOLICIT ON PUBLIC WAY;118"
"1;	ILLEGAL CONSUMPTION BY MINOR;116"
"1;	AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST;116"
"1;	ENDANGERING LIFE/HEALTH CHILD;113"
"1;	SALE/DEL HYPODERMIC NEEDLE;112"
"1;	AGG: HANDS/FIST/FEET SERIOUS INJURY;111"
"1;	AGGRAVATED VEHICULAR HIJACKING;102"
"1;	AGGRAVATED OF A SENIOR CITIZEN;102"
"1;	FIRST DEGREE MURDER;100"
"1;	CHILD ABUSE;99"
"1;	AGGRAVATED: OTHER;99"
"1;	LICENSE VIOLATION;94"
"1;	MANU/DEL:CANNABIS 10GM OR LESS;84"
"1;	ALTER/FORGE PRESCRIPTION;76"
"1;	POSS: HEROIN(BRN/TAN);75"
"1;	POSS: HALLUCINOGENS;75"
"1;	AGG: FINANCIAL ID THEFT;74"
"1;	AGG CRIMINAL SEXUAL ABUSE;71"
"1;	FROM COIN-OP MACHINE/DEVICE;70"
"1;	ATTEMPT: ARMED-KNIFE/CUT INSTR;69"
"1;	OBSTRUCTING IDENTIFICATION;69"
"1;	SEX OFFENDER: FAIL REG NEW ADD;68"
"1;	GAME/DICE;68"
"1;	OTHER WEAPONS VIOLATION;67"
"1;	ILLEGAL POSSESSION BY MINOR;66"
"1;	LIQUOR LICENSE VIOLATION;65"
"1;	POS: HYPODERMIC NEEDLE;64"
"1;	ATTEMPT: AGGRAVATED;64"
"1;	THEFT/RECOVERY: TRUCK,BUS,MHOME;63"
"1;	AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY;63"
"1;	ARSON THREAT;63"
"1;	VEHICULAR HIJACKING;62"
"1;	PUBLIC DEMONSTRATION;61"
"1;	POSS: SYNTHETIC DRUGS;59"
"1;	CHILD ABDUCTION;59"
"1;	FALSE POLICE REPORT;57"
"1;	UNLAWFUL USE OF A COMPUTER;55"
"1;	ILLEGAL POSSESSION CASH CARD;55"
"1;	FINAN EXPLOIT-ELDERLY/DISABLED;54"
"1;	ATTEMPT: ARMED-OTHER DANG WEAP;51"
"1;	BY FIRE;49"
"1;	AGG PRO.EMP: OTHER DANG WEAPON;49"
"1;	AGGRAVATED PO: OTHER DANG WEAP;47"
"1;	VIOLATION OF CIVIL NO CONTACT ORDER;45"
"1;	AGG PRO.EMP: OTHER DANG WEAPON;42"
"1;	OTHER;42"
"1;	OBSTRUCTING JUSTICE;40"
"1;	MANU/DELIVER: HALLUCINOGEN;39"
"1;	INTERFERENCE JUDICIAL PROCESS;39"
"1;	MANU/DELIVER:COCAINE;39"
"1;	STRONG ARM - NO WEAPON;38"
"1;	HOME INVASION;38"
"1;	UNLAWFUL USE/SALE AIR RIFLE;37"
"1;	AGG PRO.EMP:KNIFE/CUTTING INST;37"
"1;	UNAUTHORIZED VIDEOTAPING;37"
"1;	MOB ACTION;36"
"1;	LIBRARY THEFT;36"
"1;	FALSE FIRE ALARM;34"
"1;	UNLAWFUL RESTRAINT;34"
"1;	UNLAWFUL USE HANDGUN;34"
"1;	RECKLESS FIREARM DISCHARGE;33"
"1;	POSS FIREARM/AMMO:NO FOID CARD;33"
"1;	ANIMAL ABUSE/NEGLECT;32"
"1;	CHILD PORNOGRAPHY;32"
"1;	EXTORTION;31"
"1;	AGGRAVATED PO: OTHER DANG WEAP;30"
"1;	UNLAWFUL USE OF RECORDED SOUND;29"
"1;	PEEPING TOM;28"
"1;	AGG PRO EMP HANDS SERIOUS INJ;28"
"1;	AGGRAVATED;27"
"1;	AGGRAVATED FINANCIAL IDENTITY THEFT;26"
"1;	UNLAWFUL POSSESSION - HANDGUN;26"
"1;	ATTEMPT NON-AGGRAVATED;25"
"1;	UNLAWFUL INTERFERE/VISITATION;25"
"1;	UNLAWFUL POSS OTHER FIREARM;25"
"1;	CYBERSTALKING;25"
"1;	ATT CRIM SEXUAL ABUSE;24"
"1;	LICENSED PREMISE;23"
"1;	ESCAPE;23"
"1;	ATT: TRUCK, BUS, MOTOR HOME;23"
"1;	PREDATORY;22"
"1;	AGGRAVATED: OTHER FIREARM;22"
"1;	POSS: AMPHETAMINES;22"
"1;	AGG CRIM SEX ABUSE FAM MEMBER;21"
"1;	AGGRAVATED: HANDGUN;21"
"1;	VIOLATION OF STALKING NO CONTACT ORDER;21"
"1;	POSSESSION OF BURGLARY TOOLS;21"
"1;	ATTEMPT ARSON;20"
"1;	PROBATION VIOLATION;19"
"1;	INSTITUTIONAL VANDALISM;19"
"1;	AGG PO HANDS ETC SERIOUS INJ;18"
"1;	ARMED - HANDGUN;18"
"1;	OBSCENE MATTER;18"
"1;	AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY;17"
"1;	INDECENT SOLICITATION/CHILD;17"
"1;	INTOXICATING COMPOUNDS;17"
"1;	AGGRAVATED OF A CHILD;17"
"1;	AGG PRO.EMP: HANDGUN;17"
"1;	SOLICIT FOR BUSINESS;17"
"1;	MANU/DELIVER:SYNTHETIC DRUGS;16"
"1;	AGGRAVATED - HANDGUN;16"
"1;	VIO BAIL BOND: DOM VIOLENCE;16"
"1;	MONEY LAUNDERING;16"
"1;	AGG SEX ASSLT OF CHILD FAM MBR;15"
"1;	BRIBERY;14"
"1;	SOLICIT FOR PROSTITUTE;14"
"1;	OBSTRUCTING SERVICE;14"
"1;	AGGRAVATED DOMESTIC BATTERY;14"
"1;	TAMPER WITH MOTOR VEHICLE;14"
"1;	KIDNAPPING;14"
"1;	CONTRIBUTE DELINQUENCY OF A CHILD;13"
"1;	ARMED: OTHER FIREARM;13"
"1;	EAVESDROPPING;13"
"1;	AGGRAVATED;12"
"1;	ATTEMPT POSSESSION CANNABIS;12"
"1;	LOST PASSPORT;12"
"1;	DELIVERY CONTAINER THEFT;12"
"1;	AGGRAVATED - KNIFE / CUTTING INSTRUMENT;12"
"1;	AGGRAVATED: KNIFE/CUT INSTR;11"
"1;	OTHER;11"
"1;	OTHER ARSON/EXPLOSIVE INCIDENT;11"
"1;	HAZARDOUS MATERIALS VIOLATION;11"
"1;	PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY;11"
"1;	POSS: BARBITUATES;11"
"1;	POSSESS - HEROIN (WHITE);11"
"1;	POSS: METHAMPHETAMINES;11"
"1;	CRIMINAL DRUG CONSPIRACY;10"
"1;	CANNABIS PLANT;10"
"1;	CHILD ABANDONMENT;10"
"1;	AGGRAVATED;10"
"1;	ATTEMPT: CYCLE, SCOOTER, BIKE W-VIN;10"
"1;	GUN OFFENDER: ANNUAL REGISTRATION;10"
"1;	AGGRAVATED - OTHER DANGEROUS WEAPON;10"
"1;	CRIM SEX ABUSE BY FAM MEMBER;10"
"1;	CONTRIBUTE CRIM DELINQUENCY JUVENILE;9"
"1;	CHILD ABDUCTION/STRANGER;9"
"1;	ATTEMPT AGG: OTHER;9"
"1;	SEXUAL EXPLOITATION OF A CHILD;9"
"1;	TO FIRE FIGHT.APP.EQUIP;9"
"1;	AGGRAVATED PO:KNIFE/CUT INSTR;9"
"1;	CYCLE, SCOOTER, BIKE NO VIN;9"
"1;	POSS: PCP;8"
"1;	INSURANCE FRAUD;8"
"1;	GUN OFFENDER: DUTY TO REGISTER;8"
"1;	AGGRAVATED: OTHER DANG WEAPON;8"
"1;	POSS: HEROIN(BLACK TAR);8"
"1;	SEX ASSLT OF CHILD BY FAM MBR;8"
"1;	UNLAWFUL USE OTHER FIREARM;8"
"1;	MANU/DELIVER: HEROIN(BRN/TAN);8"
"1;	AGGRAVATED PO: HANDGUN;8"
"1;	PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY;8"
"1;	AGGRAVATED PO: HANDGUN;8"
"1;	LIBRARY VANDALISM;8"
"1;	THEFT BY LESSEE,NON-VEH;7"
"1;	ARMED - KNIFE / CUTTING INSTRUMENT;7"
"1;	AGGRAVATED - HANDGUN;7"
"1;	AGGRAVATED: OTHER FIREARM;7"
"1;	SOLICIT OFF PUBLIC WAY;7"
"1;	AGGRAVATED PO: KNIFE/CUT INSTR;7"
"1;	OTHER PROSTITUTION OFFENSE;6"
"1;	AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON;6"
"1;	ATTEMPT STRONG ARM - NO WEAPON;6"
"1;	CRIMINAL TRANSMISSION OF HIV;6"
"1;	POSS: LOOK-ALIKE DRUGS;6"
"1;	MANU/DELIVER:LOOK-ALIKE DRUG;6"
"1;	THEFT / RECOVERY - AUTOMOBILE;6"
"1;	BIGAMY;6"
"1;	SALE/DEL DRUG PARAPHERNALIA;5"
"1;	PROHIBITED PLACES;5"
"1;	AGG PRO.EMP: OTHER FIREARM;5"
"1;	NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES;5"
"1;	ARMED WHILE UNDER THE INFLUENCE;5"
"1;	OFFICIAL MISCONDUCT;5"
"1;	GAME/CARDS;5"
"1;	AGGRAVATED - OTHER DANGEROUS WEAPON;5"
"1;	LOOTING;5"
"1;	UNLAWFUL POSS AMMUNITION;4"
"1;	POS: PORNOGRAPHIC PRINT;4"
"1;	AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY;4"
"1;	WIREROOM/HORSES;4"
"1;	AGGRAVATED PO: OTHER FIREARM;4"
"1;	ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT;4"
"1;	VIOLATION GPS MONITORING DEVICE;4"
"1;	POS: EXPLOSIVE/INCENDIARY DEV;4"
"1;	FIREARM REGISTRATION VIOLATION;4"
"1;	OBSCENITY;4"
"1;	THEFT OF LABOR / SERVICES;4"
"1;	DEL CONT SUBS TO PERSON <18;4"
"1;	THEFT/RECOVERY: CYCLE, SCOOTER, BIKE W-VIN;4"
"1;	AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT;4"
"1;	INDECENT SOLICITATION/ADULT;4"
"1;	PIMPING;4"
"1;	THEFT BY LESSEE, MOTOR VEHICLE;4"
"1;	ATTEMPT: ARMED-OTHER FIREARM;3"
"1;	KEEP PLACE OF PROSTITUTION;3"
"1;	COMMERCIAL SEX ACTS;3"
"1;	HARBOR RUNAWAY;3"
"1;	BOOKMAKING/SPORTS;3"
"1;	AGG PRO.EMP: HANDGUN;3"
"1;	UNIDENTIFIABLE RECORDING SOUND;3"
"1;	GAME/AMUSEMENT DEVICE;3"
"1;	PATRONIZING A PROSTITUTE;3"
"1;	AGGRAVATED COMPUTER TAMPERING;3"
"1;	MANU/DELIVER: METHAMPHETAMINES;3"
"1;	PAROLE VIOLATION;3"
"1;	UNLAWFUL USE - HANDGUN;3"
"1;	ATTEMPT AGG: HANDGUN;3"
"1;	THEFT OF LOST / MISLAID PROPERTY;3"
"1;	AGGRAVATED - OTHER;3"
"1;	MANU/DELIVER:BARBITUATES;3"
"1;	COMPOUNDING A CRIME;3"
"1;	ENDANGERING LIFE / HEALTH OF CHILD;3"
"1;	AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY;3"
"1;	AGGRAVATED - KNIFE / CUTTING INSTRUMENT;3"
"1;	SEX OFFENDER: PROHIBITED ZONE;3"
"1;	ARMED - OTHER DANGEROUS WEAPON;3"
"1;	PAY TV SERVICE OFFENSES;3"
"1;	AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON;3"
"1;	INTERFERE W/ EMERGENCY EQUIP;3"
"1;	RESIST / OBSTRUCT / DISARM OFFICER;2"
"1;	MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS;2"
"1;	TO AIRPORT;2"
"1;	AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER;2"
"1;	ATTEMPT AGG: KNIFE/CUT INSTR;2"
"1;	PANDERING;2"
"1;	UNLAWFUL SALE/DELIVERY OF FIREARM AT SCHOOL;2"
"1;	OTHER;2"
"1;	AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON;2"
"1;	INVOLUNTARY SERVITUDE;2"
"1;	NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES;2"
"1;	POSSESS - CRACK;2"
"1;	AGGRAVATED CRIMINAL SEXUAL ABUSE;2"
"1;	AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON;2"
"1;	AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER;2"
"1;	OVER $300;2"
"1;	SALE/DIST OBSCENE MAT TO MINOR;2"
"1;	AGGRAVATED PO: OTHER FIREARM;2"
"1;	CYCLE, SCOOTER, BIKE WITH VIN;2"
"1;	ATTEMPT AGGRAVATED;2"
"1;	STOLEN PROPERTY BUY / RECEIVE / POSSESS;2"
"1;	AGG. PROTECTED EMPLOYEE - HANDS, FISTS, FEET, SERIOUS INJURY;2"
"1;	WIREROOM/SPORTS;2"
"1;	VEHICLE TITLE / REGISTRATION OFFENSE;2"
"1;	MINOR MISREPRESENT AGE;2"
"1;	FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON;2"
"1;	ATTEMPT - AUTOMOBILE;2"
"1;	COMPELLING ORG MEMBERSHIP;2"
"1;	AGG PRO.EMP:KNIFE/CUTTING INST;2"
"1;	FOID - REVOCATION;2"
"1;	CONT SUBS:FAIL TO MAINT RECORD;2"
"1;	INVOLUNTARY MANSLAUGHTER;1"
"1;	POSS. KEYS OR DEV.TO COIN MACH;1"
"1;	POSSESS - PCP;1"
"1;	EMPLOY MINOR;1"
"1;	POSSESS - CANNABIS MORE THAN 30 GRAMS;1"
"1;	JUVENILE PIMPING;1"
"1;	ATTEMPT AGG: OTHER DANG WEAPON;1"
"1;	VIOLATION OF SMOKING BAN;1"
"1;	AGGRAVATED OF A UNBORN CHILD;1"
"1;	OF UNBORN CHILD;1"
"1;	COMPELLING CONFESSION;1"
"1;	AGGRAVATED P.O. - HANDS, FISTS, FEET, SERIOUS INJURY;1"
"1;	FORCIBLE DETENTION;1"
"1;	ARMED - OTHER FIREARM;1"
"1;	UNLAWFUL SALE HANDGUN;1"
"1;	AGGRAVATED - HANDGUN;1"
"1;	THEFT/RECOVERY: CYCLE, SCOOTER, BIKE NO VIN;1"
"1;	SELL/ADVERTISE FIREWORKS;1"
"1;	FAILURE TO KEEP HYPO RECORDS;1"
"1;	DEFACE IDENT MARKS OF FIREARM;1"
"1;	MANUFACTURE / DELIVER - COCAINE;1"
"1;	UNLAWFUL POSSESSION - OTHER FIREARM;1"
"1;	TO STATE SUPPORTED PROPERTY;1"
"1;	CALCULATED CANNABIS CONSPIRACY;1"
"1;	POSSESS FIREARM / AMMUNITION - NO FOID CARD;1"
"1;	VIOLENT OFFENDER: FAIL TO REGISTER NEW ADDRESS;1"
"1;	UNLAWFUL USE - OTHER DANGEROUS WEAPON;1"
"1;	MANU/DELIVER:PCP;1"
"1;	MANUFACTURE / DELIVER - SYNTHETIC DRUGS;1"
"1;	MANU/DELIVER:HEROIN(BLACK TAR);1"
"1;	ATTEMPT AGGRAVATED - OTHER;1"
"1;	EDUCATIONAL INTIMIDAITON;1"
"1;	ABUSE/NEGLECT: CARE FACILITY;1"
"1;	VIOLATION OF BAIL BOND - DOMESTIC VIOLENCE;1"
"1;	MANU/DELIVER:AMPHETAMINES;1"
"1;	AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON;1"
"1;	POSSESS - BARBITURATES;1"
"1;	POSSESS - HALLUCINOGENS;1"
"1;	CONCEALED CARRY LICENSE REVOCATION;1"
"1;	POSSESS - CANNABIS 30 GRAMS OR LESS;1"
"1;	AGGRAVATED PROTECTED EMPLOYEE - KNIFE / CUTTING INSTRUMENT;1"
"1;	CONCEALING/AIDING A FUGITIVE;1"
"1;	NOTIFICATION OF STALKING - NO CONTACT ORDER;1"
"1;	RECKLESS HOMICIDE;1"
"1;	AGGRAVATED PROTECTED EMPLOYEE - HANDGUN;1"
"1;	ARSONIST: DUTY TO REGISTER;1"
"1;	SEX OFFENDER - FAIL TO REGISTER;1"
"1;	$300 AND UNDER;1"
"1;	ATTEMPT ARMED - OTHER DANGEROUS WEAPON;1"
"1;	ATTEMPT: CYCLE, SCOOTER, BIKE NO VIN;1"
"1;	VIOLENT OFFENDER: ANNUAL REGISTRATION;1"
"1;	AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY;1"
"1;	POSSESS - HEROIN (TAN / BROWN TAR);1"
"1;	USE OF METAL PIERCING BULLETS;1"
"2;	$500 AND UNDER;29150"
"2;	SIMPLE;28368"
"2;	DOMESTIC BATTERY SIMPLE;27246"
"2;	TO VEHICLE;16710"
"2;	SIMPLE;16705"
"2;	TO PROPERTY;15492"
"2;	OVER $500;15012"
"2;	AUTOMOBILE;12960"
"2;	FORCIBLE ENTRY;10833"
"2;	FROM BUILDING;10683"
"2;	POSS: CANNABIS 30GMS OR LESS;10259"
"2;	POSS: HEROIN(WHITE);7562"
"2;	TO LAND;7399"
"2;	TELEPHONE THREAT;7377"
"2;	RETAIL THEFT;6712"
"2;	POSS: CRACK;6450"
"2;	STRONGARM - NO WEAPON;5534"
"2;	ARMED: HANDGUN;5198"
"2;	HARASSMENT BY TELEPHONE;5088"
"2;	UNLAWFUL ENTRY;4601"
"2;	TO STATE SUP LAND;4366"
"2;	AGGRAVATED: OTHER DANG WEAPON;4250"
"2;	SOLICIT ON PUBLIC WAY;3285"
"2;	ATTEMPT POSSESSION NARCOTICS;2386"
"2;	AGGRAVATED: HANDGUN;2325"
"2;	CREDIT CARD FRAUD;2162"
"2;	UNLAWFUL POSS OF HANDGUN;2044"
"2;	FINANCIAL ID THEFT: OVER $300;2042"
"2;	FINANCIAL IDENTITY THEFT OVER $ 300;1919"
"2;	AGGRAVATED: HANDGUN;1867"
"2;	OTHER VEHICLE OFFENSE;1765"
"2;	AGGRAVATED:KNIFE/CUTTING INSTR;1701"
"2;	AGGRAVATED:KNIFE/CUTTING INSTR;1568"
"2;	VIOLATE ORDER OF PROTECTION;1529"
"2;	ILLEGAL USE CASH CARD;1463"
"2;	FRAUD OR CONFIDENCE GAME;1418"
"2;	HARASSMENT BY ELECTRONIC MEANS;1244"
"2;	TO RESIDENCE;1206"
"2;	AGGRAVATED: OTHER DANG WEAPON;1195"
"2;	THEFT/RECOVERY: AUTOMOBILE;1176"
"2;	MANU/DELIVER:CRACK;1145"
"2;	AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON;1131"
"2;	FOUND SUSPECT NARCOTICS;1090"
"2;	MANU/DELIVER: HEROIN (WHITE);1070"
"2;	SOLICIT NARCOTICS ON PUBLICWAY;1067"
"2;	ATTEMPT FORCIBLE ENTRY;1009"
"2;	PRO EMP HANDS NO/MIN INJURY;983"
"2;	PRO EMP HANDS NO/MIN INJURY;921"
"2;	PURSE-SNATCHING;889"
"2;	THEFT OF LABOR/SERVICES;888"
"2;	NON-AGGRAVATED;883"
"2;	AGGRAVATED;855"
"2;	POCKET-PICKING;822"
"2;	FORGERY;800"
"2;	AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST;756"
"2;	POSS: CANNABIS MORE THAN 30GMS;754"
"2;	OTHER CRIME INVOLVING PROPERTY;753"
"2;	TO VEHICLE;742"
"2;	ARMED: OTHER DANGEROUS WEAPON;729"
"2;	RECKLESS CONDUCT;703"
"2;	TO STATE SUP PROP;696"
"2;	COUNTERFEITING DOCUMENT;683"
"2;	ATT: AUTOMOBILE;678"
"2;	FINANCIAL ID THEFT:$300 &UNDER;677"
"2;	TO CITY OF CHICAGO PROPERTY;669"
"2;	GAME/DICE;664"
"2;	CHILD ABUSE;584"
"2;	AGGRAVATED VEHICULAR HIJACKING;568"
"2;	ATTEMPT: STRONGARM-NO WEAPON;566"
"2;	OTHER OFFENSE;565"
"2;	ARMED:KNIFE/CUTTING INSTRUMENT;560"
"2;	BOGUS CHECK;549"
"2;	FALSE/STOLEN/ALTERED TRP;539"
"2;	MANU/DEL:CANNABIS OVER 10 GMS;536"
"2;	AGG PO HANDS NO/MIN INJURY;529"
"2;	SEX OFFENDER: FAIL TO REGISTER;525"
"2;	ATTEMPT THEFT;493"
"2;	OTHER CRIME AGAINST PERSON;492"
"2;	FINANCIAL IDENTITY THEFT $300 AND UNDER;482"
"2;	MANU/DEL:CANNABIS 10GM OR LESS;465"
"2;	FIRST DEGREE MURDER;456"
"2;	CRIMINAL SEXUAL ABUSE;452"
"2;	ATTEMPT: ARMED-HANDGUN;433"
"2;	SOLICIT FOR BUSINESS;415"
"2;	COUNTERFEIT CHECK;404"
"2;	THEFT OF LOST/MISLAID PROP;378"
"2;	HOME INVASION;360"
"2;	CRIMINAL DEFACEMENT;319"
"2;	SEX OFFENDER: FAIL REG NEW ADD;319"
"2;	POSS: COCAINE;306"
"2;	ENDANGERING LIFE/HEALTH CHILD;287"
"2;	AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY;284"
"2;	UNLAWFUL USE OTHER DANG WEAPON;280"
"2;	POSSESSION OF DRUG EQUIPMENT;265"
"2;	PUBLIC INDECENCY;250"
"2;	AGG: HANDS/FIST/FEET NO/MINOR INJURY;249"
"2;	AGG PO HANDS NO/MIN INJURY;241"
"2;	BOMB THREAT;240"
"2;	AGGRAVATED: OTHER;231"
"2;	AGG CRIMINAL SEXUAL ABUSE;229"
"2;	CHILD ABDUCTION;228"
"2;	VEHICULAR HIJACKING;220"
"2;	LICENSE VIOLATION;215"
